,userName,content,score,manualSentimentLabel
14270,Rusmini Aja,I love Al-Quran Indonesia,2,1
14279,Ridwan Batulicin,Eh play store jangan gianatin agama kami dong,1,0
14283,Fransisca Herliasari,Heiiii kalian ingatttt! Kenapa ini tidak berguna dasar play store taikkk!,1,0
14308,Budiawan Manoto,Good,3,1
14323,Umi Dataari,Its usefull,3,1
14328,Hendra Yuniarno,Jadwal sholat akurat. Tapi sering gak bisa akses aplikasi. Tidak bisa donasi juga. Perlu update lagi nih.,3,0
14394,DuckteR,"afwan akhi, apakah ada kekurangan terjamahan dr ayat ini?? mohon koreksinya ?????? ???????? ?????????? ???????? ??????? ?????????? ?????? ????? ?????????? ????????? ?????? ?????????? ""Dan sungguh, mereka telah membuat tipu daya padahal Allah (mengetahui dan akan membalas) tipu daya mereka. Dan sesungguhnya tipu daya mereka mampu melenyapkan gunung-gunung."" (QS. Ibrahim 14: Ayat 46)",3,0
14414,Rizky Aditya,Cant download audio al jasiah (45),2,0
14448,Masni Masipa,nice,3,1
14452,Prisma Cahyaning Ratri,"Aplikasi ini sangat baik.. Sayangnya, kenapa aplikasi Al Qur'an ada iklan tentang astrologi dan ramalan? Baiklah butuh iklan krn untuk pemeliharaan aplikasi, tapi apakah sampai iklan hal2 yg mengarah ke syirik juga hrs diterima??? Semoga saran ini diterima dan segera ada perbaikan.",3,1
14499,Genyon Comunity,suaranya enak. di dengerin,2,1
14773,indigo digo,gv on,1,0
14815,Natal Azara,crash di samsung j7 2016,2,0
14897,Neza Sari,apa ini offline??,2,0
14919,Tami,"setelah diupdate ke versi terbaru, suara murottal ketika diputar sering mati sendiri",2,0
14923,Dewi dewi,"jadwal sholat nya tidak sesuai,padahal GPS akurat.tolong di perbaiki jadwal sholat nya, untuk al qur'an nya bagus",1,0
14944,QTAAAT,assalamualaikum. kenapa surat 82 al-infitar tidak bisa di download,3,0
14946,Ridwan Khamid,v ubx,2,0
14969,Trisno Sugiyanto,Bagus bermafaat,3,1
14982,Mahdiyah Annajah,Boring,1,0
15025,Özil 48,"aplikasi sangat membantu.namun saat memutar audio murottal,tidak bisa buka surah yang lain dan selalu kembali ke audio yang sedang diputar,dan audio diakhir setiap ayatnya kedengaran tidak sempurna.mohon diupdate.terima kasih",3,1
15035,Pria Adiguna,good,3,1
15043,Rian Dnovri,Mohon yang abu usamah juga min,3,0
15066,Bari Muhaiman,masih kurang mbak murratal nya,3,0
15113,R-Move,"masa lagi baca quran ada masuk iklan, iklannya aurat lagi.",2,0
15145,Christina Natalia,kenapa ya.. alarm nya ini sering tidak fungsi ?,3,0
15274,Bagus Angkasa,notifikasi adzan nya gak ada,1,0
15363,arif ilmiawan,Ad,1,0
15469,Budi Sukmanawati,sudah bayar donasi..tapi tetap saja iklan masih muncul,3,0
15487,Imam Nirwansyah,good,3,1
15557,Faizal Reza,"saya suka dengan al qurannya. namun notif azan masih tidak keluar. meski sudah update, tapi permasalahan belum terselesaikan",3,1
15592,Rini Sidhartawan,No Adzan sound after updated,3,0
15609,IRWAN TRIADI,sae pisan,3,1
15644,Rida Ningsih,good,3,1
15648,rizalitem Channel,??,3,0
15650,Yutasmir Amirudin Djambak,easy to use it,3,1
15667,Bramantio Hasan,cara ganti suara alarmnya dimana ya,3,0
15755,Restu Ramadhan,"Sebaiknya dihilangkan iklannya, sudah banyak aplikasi Alqur'an lain yg tidak beriklan. Karena iklannya tidak bisa dikontrol, kadang ada musik, ada perempuan tak menutup seluruh aurat dan lain2.. Baarakallahu fiik #uninstall",1,0
15852,alvita ahnaf,terimakasih,3,1
15861,Syahruloh J.H,versi terbaru nggak jalan di android 9 om.,1,0
15878,Vera Jayanti,"ini sangat memudahkan,tapi sekarang kalau mau download audio 1-3mb saja lambatnya masyaAllah,gagal terus,dulu cepat sekali,sekrang sering erorr ??",3,1
15899,Dadang Iskandar,good apps ?? Tetapi kenapa suara adzan tidak keluar??,3,1
15932,Agus DB,"untuk surah yang panjang muncul ""invalid stored block lenghts""",1,0
15948,Anindya Tami,kalau alarm adzan gak pernah nyala kenapa yaa? pls fix it,3,0
15952,Muhammad Rizal,tidak bisa share gambar ataupun tulisan. xiaomi redmi 4a,3,0
15965,pocut po,"goid style of tamplate, font n nafigation. but I ALWAY LOSS MY BOOKMARK WHENEVER I SIGNIN WITH DIFFERENT PHONE. SOMETIME I CHANGE ME DEVICE, MY PHONE LOSS. can you make the Bookmark Sinc when we signin with our account whennever n in whatever phone we use? PLEASE??",3,0
15977,Herry Hernandez,"Saya banyak mendengar Dr. Zakir Naik dan ustad lain berceramah, kenapa mereka selalu menyebutkan nama Nabi Muhammad S.A.W hanya 5x dalam Al-Qur'an? Namun ketika saya melakulan pencarian di aplikasi ini sangat banyak sekali ditemukan nama Rasul Muhammad S.A.W... Apakah terjemahan ini valid?",3,0
15997,Isnuka,mohon di perbaiki saya tidak bisa mendownload audio dan ketika jadwal sholat suara azan di bersuara di samsung galaxy a50 saya,2,0
16011,erwin setiawan,"adzan pengingat tidak running sesuai setting waktu,",3,0
16018,Miftahul Fattah,Keren,3,1
16027,Retno Prasongko,excellent and good appearance,3,1
16082,Hidayat Gautama,"iklan ada musik keras, menjengkelkan. jika baca saat shalat malam jam 2 pagi, kita tutup bacaan mendadak iklan dg musik gak jelas keluar.",1,0
16113,Beef Jerky,Unable to download mp3 on Indonesian version. Keeps getting server reset notice. on both Samsung S6 and S9. English version works great.,1,0
16169,Trianita,"kok sekarang jadi ga bisa tandai terakhir baca ya, fix dong",2,0
16172,A Habib Al Umam,"can u fix connection issues for downloading audio ? i have a trouble with them, thank you",3,0
16180,Faizal Amri,"Gak berfungsi maximal di Samsung A30, alarm adzan tidak berbunyi. Padahal sudah pernah di unistall dan install kembali.",2,0
16220,Maulana Pramuditya,very need,3,1
16233,SifuHotMan HotMan,Bagaimana cara menyalin 2 atau 3 ayat sekaligus agar nyambung.??,1,0
16249,Ayang Ayang,saya masih menunggu murotal suara perempuan sebelum memberikan penilaian lebih. terima kasih,1,0
16276,Rama Ent,"some surah cannot be downloaded, reset connection error",2,0
16317,Ricky Nataatmadja,"Many ads inside, semoga barokah, tambahin ayat kursi, sama dzikir2",2,0
16325,ALFIAN FAHRUL ISTRA,Khusus surah An Nahl tidak bisa di play.. mohon yg corrupt bisa diperbaiki. terima kasih,3,0
16376,A Google user,"adzannya gak bunyi, harus dibuka terus aplikasinya baru bisa bunyi",3,0
16420,Arif Urinhazeb,kenapa ya ketika sudah masuk waktu adzan alarm nya tidak berfungsi?,3,0
16444,nining agoes,tidak nyaman iklan yg mengganggu dan suara adzan harus beli ??,3,0
16505,agus dwi wahyudi,.?? ???? ..?. ?.?,3,0
16510,jajang parid,clear to read,1,1
16526,iko iko,"when all surat is fully download, except al waqiah with qory mishary rasyid. can you okease help to handle this???",3,0
16670,UPZ GA,warna tanda tajwid tidak muncul di samsung tab s4,3,0
16777,Nanda Hafidhur Rahman,"Tolong dong gan, di android pie saya aplikasinya selalu bikin crash UI..padahal sudah saya uninstall terus install lagi",2,0
16796,Anisa Sufyan,"I have both the english and indonesian version of this app. The english version on a samsung s6 edge downloads audio quickly. The english version on a samsung s9+ is very slow to download audio files. This indonesian version on a samsung s9 continually fails with a ""server reset"" error and cannot download the audio. Donating makes no difference. Is the donation one off payment of a monthly subscription?",2,0
16802,Jihan Himatul Mala,"apknya bagus, tapi sejak software saya update jadi android pie jadi crash terus. padahal saya udah update apk versi paling baru tapi tetep aja tiap lagi mau baca quran system not responding, terus jadi error hpnya. hp saya samsung. tolong diperbaiki supaya ga bikin error lg:"")",1,0
16807,tiyas kusumaningrum prasetya,"saya sebenarnya sangat menyukai aplikasi ini karena lengkap dan membantu dalam melancarkan membaca Al Quran. Saya menggunakan sudah lebih dr setahun ya, tapi semenjak saya update aplikasi dan update android Pie selalu ada message UI crash dan akhirnya handphone saya hang selama kurang lebih 3 sd 5 menit. saya sudah coba clear cache dan data, trus saya uninstall dan install ulang. tetap masalah UI. Mohon diperbaiki. Terima kasih",1,1
16808,Renantia Indriani,sudah di re-install tapi UI tetap not responding,1,0
16816,ROBIKAN ROWY,waktu sholat tidak sesuai,1,0
16827,devy handayani,"Min masih belom di hp samsung a50 android 9.0, udah install - uninstall masih tetap hang (not responding) ????",1,0
16831,Rury Kruz,"pengulangan per ayat nya masih ribet, bikin tombol play/ replay di bawah nmor ayat kan bisa tuh, & setting nya ada in play 1 ayat trus stop, jd play/ replay nya manual oleh user, ngerti kan min?",3,0
16884,TOTO SUPRIYONO,"handphone hang/low respon setelah install aplikasi ini, setelah di unistall handphone normal kembali, please advice",1,0
16915,suka suka mami,"suara murattal nya audio nya kurang baik, bacaan qari saat pindah ayat nya kaya suara yang terpotong potong, jadi audio nya kaya suara sambungan",3,0
17013,Bebby Leonie,"(Setelah update ke OS Pie) sudah clear ache, sudah uninstall & reinstall, tapi masih not responding. Tolong improve lagi.",3,0
17064,Angga Wulindra Jakti,"habis update... setiap ada notif waktu shalat, system ui not responding...",1,0
17117,Bima Mahdi,arah kiblatnya tdk berfungsi,1,0
17166,SOLEK RAHMAN,ada beberapa ayat yg terpotong..,3,0
17178,Kang Asep,"masih belum bisa utk download audio dari murotal mishary rashid, utk surat yg panjang2 saja, surat yg pendek2 mh bsa tp.. knp yh ??",3,0
17263,Rimansyah Tasrin,"saat mau download murotal, selalu connection reset by peer, saya pakai handphone motorola z2 play",1,0
17309,Tommy,tolong tambahkan fitur widget untuk waktu sholat,3,0
17366,Abi Gemala,"Tidak bisa download file audio yg ukuran besar, connection reset atau koneksi terlalu lambat padahal koneksi internet tidak ada masalah. Mohon dapat diperbaiki. Saya menggunakan pocophone F1.",3,0
17382,Hakim Dermawan,Crash dan bikin hang hp.. Mohon perbaikan nya lagi..??,2,0
17387,Din Kolib,lumayan. semoga makin bagus berkah,3,1
17420,Frita Winda,mnm . . mmmnmmm8 m8,1,0
17432,Naisya Fadhila,This application is good i like this,3,1
17454,Miftakhurrokhman -,di samsung A8 yg udah update android 9 kalo buka app ini hp hang.,3,0
17534,Riva Ardyanti,"Kalau bisa, pas yg ada hukum bacaannya (yg warna-warni itu) bisa di klik, kemudian muncul hukum bacaan apa yg ada di bagian warna yg di klik tersebut itu apa. Biar bisa buat belajar dan mengingat. Thankyou ???",3,0
17535,ronggur hutasuhut,"Fitur backup/restore tidak berfungsi, tiap mau restore selalu ke Al-Fatihah",3,0
17637,Andri Lestari,"di android pie, appsnya knpa ngelag ya?",3,0
17710,Muhammad Barry,kenapa jadi sering error ya semenjak ramadhan. pengingat adzannya jadi tidak berfungsi?,3,0
17717,Agung Widi,can not download qori murotal. my friend experiece the same issue after update the app. ndang dandanono kang,3,0
17751,anton sutiyono,"Min, di install di android ver 9 sering hang yah, terus waktunya adzan gak bunyi bisa perbaiki terima kasih",2,0
17798,Miki Maulana,"ketika membuka bar notif pada saat di screen alquran, pada device samsung S9 one UI not responding. please fix this permasalahannya masih terjadi di versi 2.6.42, setelah scroll beberapa ayat ke bawah dan membuka bar notif langsung hang dan no respond.",3,0
17804,Agnes Widy Rosalina,"Setiap saya membuka app ini dan kemudian muncul notifikasi, lalu system UI nya not responding.",2,0
17807,andi fachruddin galib,aplikasinya bgus.. tp klo set lokasi eh aplikasinya bikin hang hp ui not responding katanya.. hp sy samsung s8,3,1
17808,Muhammad Riswan,"(+) terjemahan, tajweed, dark mode, penanda, bisa lihat ayat sebagai juz atau surat (-) tidak cocok untuk tadarusan yg lama karena harus sering2 scroll. Req: tadarus mode (jadi tampilannya sama seperti 1 halaman mushaf)",3,1
17812,Hendra Irawan,asslm... tolong diperbaharui jadwal sholatnya terima kasih..,1,0
17820,sudut bintaro,Sering ketika saya sedang membaca sebuah surat kemudian ingin pindah ke surat dan ayat tertentu tidak tercapai. Hasil nya tetap pada ayat yg terakhir saya baca ... tlng diperbaiki.. krn saya coba dibeberapa perangkat terjadi demikian ...,3,0
17839,Ridwan Maulana Putra,note8 ngehang setiap buka app ini,3,0
17845,Eka Julianti,"saya terpaksa re-install. sebelum2nya adzan nya ada, udah 2 minggu ini ga ada. saya cek settingan, udah bener.",3,0
17874,A Google user,setelah update terakhir kok malah sering crash ya...muncul UI not respon.....,2,0
17959,Sigit Sud,"Tampilan AlQuran cukup baik, dilengkapi dengan latin dan terjemahan, namun tidak ada pilihan view perhalaman, jd menyulitkan jika sering berpindah baca dengan AlQuran cetak. Kedua, notification jadwal sholat bikin hang henpon, please perbaiki.",2,1
17993,Novietasari Kartika,"perlu update an, aplikasi ini membuat crash di android pie (s10+), jd muncul ""system ui not responding""",2,0
18026,Benny,"Update 15 Mei 2019 sudah di download utk S8+ hp menjadi hang/ngelag setelah aktifkan fitur pemberitahuan waktu sholat 5 waktu, pls fix it.",3,0
18036,Yoga Alvan Nugraha,"Setelah update, One UI di Galaxy A6+ saya selalu not responding ketika membuka app ini. Padahal saya sudah pakai lama dan sangat suka sekali dgn app ini. Tapi terpaksa harus di uninstall dulu sambil nunggu perbaikan dr developernya. Tks.",1,0
18040,Mahesa Senggani,mudah mencarinya,3,1
18062,Aisyah Official,good aplication,1,1
18077,Richa Wijayanti Jamilah,tambah fitur terjemahan inggris doongg,3,0
18096,abimanyu isranto,Kesempurnaan hanya milik Allah. Dan pencipta aplikasi ini semoga selalu berusaha mencari ridho dan kesempurnaan Rabb-nya melalui penilaian yg tidak seberapa.,3,1
18126,ari sumaryanto,"fatal eror in samsung galaxy A50, making ui stopped at sudden. Please fix it, since it was suitable application",1,0
18138,dadan sumarlan,cannot play mutorial,3,0
18185,Ali Yusron,sip,3,1
18241,Nova Oktaviani,"It was a great app on my old oreo device. But since i've a pie device, it's worse. it makes my ui system phone has stopped and my phone become erorr.. even when i updated it recently.. please fix all problems in this app because definitely ur app is great and very useful.",2,1
18247,Nipyya Nur Genie,kenapa suka macet sendiri ya pas mau buka notif,3,0
18261,027_Jihad Fachri Ramadhan Bilqisthi,apakah ada yg ngerasa ada yg berubah?,3,0
18271,Mushawiruddin Muhtar,"aplikasi yg bgus. cuma setelah update terakhir, tandain baca terakhirnya tidak bisa.",3,1
18299,Erwin D,"aplikasi yg baik sekali. namun sayang, sepertinya ada kendala utk dowload audio file nya",3,1
18325,Nony Insani Utami,"sepertinya harus dikembangkan lg, karna untuk samsung a50 setelah membuka aplikasi, hp menjadi hang. spt nya blm compatible di OS yg baru",3,0
18382,Ruchi d'Seaman,still cannot download murrotal for my A5.please,3,0
18399,11. Muhammad Agus Waluyo,"fix the murottal server . its say ""murottal server didnt respond""",1,0
18408,Claudya Shelviana Angelina,"saya menggunakan note 8. Dan saat baca quran, sering tiba2 HP hang/crash, dan lama sekali kembali normalnya. Sedangkan untuk aktivitas lainnya seperti game, youtube berlama2 tidak membuat hp hang. Ketika di uninstall dan coba ganti app lainnya, sistem berjalan mulus. Terrnyata karena aplikasinya yg mungkin perlu perbaikan. Tolong admin, segera di benahi. saya sudah coba aplikasi lain, tapi kurang nyaman saat membaca quran. terimakasih",2,0
18415,A Google user,setiap membuka aplikasi ini hp saya selalu freez..kenapa yaa..mohon dibantu pemrbailannya..apakah krn tdk bs synkrun dgn 1 UI . terima kasih,2,0
18433,CCstor,thanks for al Quran Indonesia,3,1
18474,Sekti JSI,many bugs.. saya sudah lama pakai aplikasi ini Alhamdulillah baik2 saja dan sangat mambantu.. tapi setelah update selalu ngelag n error setelah buka aplikasi.. tolong segera di perbaiki.. #samsungNOTE9,2,1
18482,A. Syamsul Arifin,"asalamualaikum, audionya gak bisa di download tolong di perbaharui",1,0
18571,Mex Uky,Good,3,1
18591,Muhamad Ridwan,jadwal shalat tidak akurat. lokasi pun tidak bisa diupdate. jangan download,1,0
18617,Bangga Supradhana,"aplikasi selalu crash setelah saya update dengan System IU samsung (One UI). jika saya buka aplikasi ini, One UI langsung freeze. mohon bantuannya",3,0
18638,Wahyu Prasetyo,kenapa setelah update hp saya langsung hank. padahal hp terbaru. apakah ada bug pada aplikasi ?,1,0
18674,Supar Manto,Assalamu'alaikum. Mengapa setelah saya update jadi tidak bisa download murotal lagi ya?? Server tidak merespon katanya. Padahal Signal bagus. Mendingan versi yg lama kalau begini. JazakAllah.,3,0
18740,Rezki Khoirunisa,"suara adzannya hanya sesekali terdengar, padal aplikasi sering dibuka dan diaktifkan suara adzannya",3,0
18741,Ananda Inshany Putri,"tadinya enak-enak aja pake ini, tapi setelah ada update appsnya di hp saya(samsung s8) jadi ngelag parah",2,1
18744,Ferryzal Zulkarnain,"many bugs, pls check, thks",1,0
18801,nita musphianti,"suara adzan sering tidak muncul.. aplikasi harus dibuka 5 menit ke bawah menjelang adzan, baru bisa bunyi..",3,0
18822,Rokhmat Syaifudin,"Kok notifikasi adzannya tdk bunyi, pdhl ""application permission"" sdh oke",3,0
18892,Lathifah Nur R,"Fitur azan tidak mau bunyi. Apakah mobile data harus selalu ON? Notifikasi pun juga tidak muncul. Saya sgt menyukai aplikasi ini, mohon perbaikannya",3,0
19033,Muhamad Iqbal Paundra Karna,error,1,0
19050,D,kenapa susah download murotal ya?,3,0
19083,fitraa nurifa,kenapa gak bisa nandain bacaan terakhir yah? sudah update yang terbaru masih belum bisa..,3,0
19114,Silvan74 Bassman,"audio murrotal tdk dpt di-donlot.. ""server murotal tdk respon"".. Kecepetan internet standar 3 - 7 Mbps",2,0
19145,rzk id,"Seketika UI saya crash pada device Samsung Galaxy Note 8, ONE UI",1,0
19181,ardianto prakosa,kok jd ngga ada artinya dalam bahasa Indonesia???,3,0
19207,Aps Aps,aplikasi bagus namun kalo lsg tutup aplikasi sblm iklan muncul atau iklan selesai langsung bikin hp error. perasaan dulu ga segitunya tp skrg parah bgt.,3,1
19397,Jodhy Subaair,??,1,1
19461,Rieky Diaransa Putra,di oppo kenapa selalu ga bisa adzan klo ga dibuka? di samsung bisa lho.,3,0
19485,Adli Dzil Ikram,"wi jbhkkc vu. if??????,erir iehdruh ed???????.?",3,0
19511,Ika Yuliasari,kurang penjelasan tajwidnya,3,0
19644,iin handayani,I can not downnload Murotal in Samsung A50. While it can in S6 before. Overall is good but please help to fix it . thank you.,3,0
19655,Atjep Asban,aplikasi recomend,3,1
19666,Yodhi Indrawan Mulyo,maaf mohon bantuannya untuk update versi 2.6.38 membuat error di android system ui isn't responding untuk samsung s9 plus... kok ga direspons2 ya? sudah mau ramadhan nih..saya terbiasa pakai aplikasi ini.,2,0
19717,Agastha Rizqy Maulana,murrotalnya saya download kenapa gagal terus ya?,3,0
19746,Fathir Alfarizi XII ITL 1,aplikasinya membantu untuk jadwal sholat.ada peringatan untuk sholat dengan suara adzan otomatis,3,1
19757,keny rizki,"Aplikasinya bagus, sangat membantu saya dalam membaca Al Qur'an , namun jadwal sholat tidak sesuai dengan yang sebenarnya, ada selisih 1 jam lebih dari jadwal yang sesungguhnya,, mohon di perbaiki atau apakah ada solusinya?",3,1
19785,SRI BUDI UTAMI,Update terbaru membuat HP jadi crash dan UI-nya freeze. Plis fix. Thx.,2,0
19813,Rima Melati,"saya sudah update aplikasinya, namun tidak bisa donwload surat AL-BAQARAH. Peringatannya bilang bahwa server murottal tidak merespon.",1,0
19839,kean Shikaru,saya sudah update appnya tapi ko' belum punya panduan tajwid warna?,3,0
19917,a a ibu jakarta,"kok banyak huruf ngga nyambung, tolong di baca alquran ini dan kl ketemu sgr perbaiki",2,0
19950,Sumartin Desky,exellence,3,1
19981,Atjep Akur,ok,3,1
20044,sri raharjo,sudah 4 tahun lebih menggunakan aplikasi ini. barokallohu fiik,3,1
20083,Rianty Nis,"murotalnya jika diputar berulang ulang,ayat 1 ke ayat selanjutnya menunda2 agak lama..semoga ada perbaikan lagi",2,0
20147,Rizky Mahir,"Ingin download murottal tidak bisa, dengan jawaban server murottal tidak merespon! tolong perbaiki!",1,0
20149,DON DODO,"ADS ???...... Di dalam kitab Fatawi Hadistiyah li Ibni Hajar, h. 197, ????? ??? ????? ??? (??????) ???? ??? ?? ???????? ??????? “Makruh mengambil fa’l (mencari keuntungan) dari Al-Qur’an (mushaf). Menurut mayoritas ulama madzhab malikiyah mengatakan hukumnya haram”. Maka dari itu, ketika Alquran dijadikan sumber penghasilan dan semata-mata hanya untuk mencari keuntungan maka jelas itu termasuk perbuatan yang tercela dan agama sangat melarangnya dan hukumnya haram. Wallahu a’lam",3,0
20160,Yuru Camp Enjoyer,tolong dihilangkan iklannya,1,0
20162,andi baskoro,"Adzan notification does not pop up. My phone is Asus Zenfone 5, I already set the notification force and set permission but the adzan notification did not pop up. please help",1,0
20167,marisa farsya,"assalamualaikum ...bagus, tetapi penulisan latin masih banyak yang tidak sesuai dengan ayat yg dilantunkan...semoga segera direvisi. afwan.",3,1
20183,Doris Novendra,"mohon update, saat layar mati murothal nya ikut mati, trus pengulangan bacaan nya setiap 2 menit sekali per ayat nya, Platform di Oreo",3,0
20194,musad satriagama,"Ternyata masih belum ada halamannya. Itu penting, bagi yg ingin istiqomah baca dengan patokan halaman. Maaf",2,0
20201,Rizka Amelia,selalu minta di update tapi gak bisa di update.. apa solusinya?,3,0
20391,Nur Wahid,lumayan... cukup membantu,3,1
20559,sara lii,"bagus, tadi kalo abis dikonfigurasi selalu hilang semua download'an murrotalnya",2,1
20600,Dewi Wahyuni Ratnasari,adzan doesnt work,3,0
20694,sally agustiani,????,3,1
20710,Suci yolanda sari,"Pas mau pindah ke ""terakhir baca"" untuk yang kedua kalinya ga mau, masak ayat yg ditandain itu2 terus",2,0
20740,Efi Lafifa.R,belum bisa download murrotalnya. haduuh padahal udah upgrade. bintang 3 saja dulu,3,0
20753,Ifa Dwi Rinayati,"setelah update ke versi terbaru, untuk menandai ayat terakhir dibaca tdk bisa",3,0
20768,Rembulan Saum,can't download murrotal. please fix it,2,0
20812,Arjuna Satria,banyak iklannye,2,0
20857,Kuncoro Setyo Adi,kok sy gnti hp & download ulang malah notif adzannya ga ada ya ? sdh masuk pengaturan pun sama ga ada notif adzan. knp ya ?,3,0
20864,yuliana wardani,cant download to server.. murrotal,1,0
20919,Ahmad Nur Aziz,"Kenapa ya saat playing murotal lalu hp terkunci layar hitam, murotalnya jd berhenti. Kadang jalan lagi tapi jeda sangat lama",3,0
20957,Rahila Assiddiqi,"my fav app before update after I update the app, it's not responding and I can't open it I try yo uninstal then reinstal the app, but still I can't open the app",2,0
20976,Sis Panca Putra,"Aplikasi waktu sholat, Suara Adzan tdk bs.",3,0
20987,Mulyati Hidayat,Kurangin update please tidak bsa dibuka di Hp fujitsu kitkat karna terlalu sering update,3,0
21037,Abdul Halim,"kenapa pas udah update versi, masuk ke jadwal sholat tidak bisa mengakses lokasi waktu solat dan tidak berbunyi disaat masuk waktu sholat",3,0
21054,rizki kamil,bismillahirahmannirahiim. assalamualaikum warahmatullahi wabarakatuh. aplikasi AlQuran nya bagus tetapi lebih baik jika terkoneksi dengan google mail sehingga aplikasi ini bisa save dimana terakhir membaca walau handphone hilang/aplikasi di uninstall. terimakasih,3,1
21086,Maulana Mizan,tolong direvisi lagi. 2 update teràkhir termasuk yg sekarang. banyak ayat yg kabur dan terputus. belum juga diperbaiki. contoh surah adzuhruf ayat 19 dan masih ada lagi. mohon diperhatikan ini al quran bukan buku cerita.,3,0
21095,Dhanie Susanti,Awalnya ga bermasalah.. Tapi sekarang di update malah ga bisa dibuka,2,0
21101,Tegar Yosi Pratama,"min di hp saya kok ga bisa nyari lokasinya ya? padahal udah diaktifkan gpsnya ...trus coba cara manual udah ketemu posisinya malah gabisa , aku klik simpan malah ""maaf lokasi anda tidak kami baca""",1,0
21106,A Google user,kenapa saya udah stel biar waktu sholatnya bunyi azan tapi ga bunyi hm,3,0
21148,A Google user,The murotal of qs.. Ali Imran and Al insan can not be down loaded,1,0
21191,Fachry Ahmad,"after i update the newest version, i can't open the app,, its says unfortunately the qur'an indonesia has stop,,, why why",1,0
21280,Aminah Sweet,"After updated,cant open the app",3,0
21416,joko sutopo,good,2,1
21448,Rijal Chairul,langsung gak bisa dibuka setelah diupgrade. gimane dong bang Andi umpam?,3,0
21481,Abih Iman,"Ada masalah di GPS, mohon updatenya",1,0
21512,A Google user,"Biar gimanapun saya ttp bersyukur Al Hamdulillaah dgn aplikasi ini, tp jk diperkenankan saya ingin memberi sedikit masukan ttg bahasa dari ayat2 Al Qur'an. Al Qur'an yg dikenal luas sbg Firman & Kalam Ilahi pastinya menggunakan bahasa yg berbeda dgn makhluqnya, mengingat salah 1 sifatNYA yg 'Mukhalafatu lil hawaditsi', yg artinya Allah berbeda dgn makhlukNYA & saya meyakini jg bhw perbedaan itu jg menyangkut bahasa yg Allah gunakan pd Firman2NYA. Salah1 bedanya pd huruf vokal. Silakan dikaji lg",1,1
21607,Diana,Kalau bisa terjemahannya jangan ditakwil dong... Ini aplikasinya udah bagus menurut saya..,3,1
21620,A Google user,"murrotal mishary rashid untuk surat Al Anfal dan Al An'am tidak bisa didownload, server tidak merespon",3,0
21625,Edy Suprapto,qq,3,0
21637,Berita Damai,terkadang adzan nya gak bunyi.. mohon kiranya di perbaiki. trims barokallahufik,3,0
21732,A Google user,murotalnya kurang pas tadwiznya,3,0
21884,Fandy Tria,tdk bs download audio murrotal nya. dengan keterangan server tidak merespon,3,0
21980,Sumiyatibunga Bunga,ada iklannya sdikit terganggu,3,0
22029,Umi Masadah,good enough,3,1
22070,A Google user,Ngak bisa,1,0
22150,A Google user,ok,3,1
22199,Amran Quraisy,Beberapa surah yg di receite miharsy rasyid tdk bs di download,3,0
22249,Komara Ramadonny,"Min please update/perbaiki lagi. Saya download syekh sudais tapi pemotongan dari 1 ayat ke ayat yg lainnya terlalu cepet jadi, ga bener2 sampe akhir ayat.. tapi untuk syekh misyhari lancar jaya. Please min, karena saya mau yg syekh sudais download semua.. semoga sukses selalu thx",3,0
22307,Arno Rachman,Fitur back up selalu gagal,3,0
22322,A Google user,"murottalnya nga bisa di download bisanya cuma surah yg pendek, itupun ngak semua",2,0
22372,A Google user,kenapa ya notifikasi adzannya ga berfungsi?,3,0
22465,joko hadi Mulyono,good,3,1
22635,Fadli Kurniawan,"gan aku dulu pernah donasi, sekarang muncul iklan lagi , gimana nih? kl mau mau pake unlocker mending jual aja , kl mau digratiskan ya iklaskan, pilih yang jelas.",3,0
22658,A Google user,"Aplikasinya bagus sekali, tapi ada beberapa surat/murottal yg tidak bisa di download, misalnya Ar-Rohman. Kalau bisa diperbaiki akan lebih baik. Terima kasih.",3,1
22726,A Google user,Its really good apps but unfornately there no reminder about read holy quran,3,1
22761,Tiwuk Hadie,"Kadang suara Adzannya nggak bunyi. Kenapa yaaa .... Padahal setting semua sudah ""on"" ..",3,0
22802,A Google user,ok...alhamdulillah..,3,1
22912,Asruddin A,Usefull,3,1
23019,A Google user,location adjustment often failed,3,0
23112,Zulfikar -,mohon maaf buat mas develover. sebenarnya saya tidak terganggu akan adanya ads di App Alquran Indonesia ini. tp kadang sering muncul ads atau iklan2 yg krg pantas. mhn untuk jd perhatian nya mas developer. terimakasih...,3,0
23231,Budi Setyawan,"sejauh ini, ini adalah aplikasi terbaik menurut saya. Tapi entah kenapa akhir2 ini ketika baru dibuka sering ngelag dan freeze, harus nunggu beberapa saat baru bisa dibuka.",2,1
23322,Hafidh Nur Hasan Khumair Auzai,"Aplikasinya bagus, TAPI kurang penanda, hizib dan makra' sehinga untuk pengingat posisi agak sulit. Apabila bisa ditambahkan asbabun nuzul atau hadits berhubungan dengan ayat akan lebih sempurna lagi, insyaallah..",3,1
23432,A Google user,"Update yang terbaru ini kok pada saat tekan ayat lama, tidak muncul opsi untuk ditandai sebagai yang ""terakhir dibaca """,3,0
23433,Tito Rachman,tolong ditambahkan mode baca per halaman seperti dimushaf al qur'an min..,3,0
23481,Jambak Corner,"Afwan mau kasih masukan, tambahin tanda saru raka' ? yg suka ada di pinggir alquran itu",3,0
